static graph=NA n=1683769 m=11096374 time_s=36.679 tau_sum=65573399 tau_max=68
static graph=NA n=1683769 m=11096374 time_s=40.083 tau_sum=65573399 tau_max=68
static graph=skitter n=1683769 m=11096374 time_s=37.272 tau_sum=65573399 tau_max=68
